URL_Length,URL_Depth,Domain_Age,Domain_End,Update_Age,Exact Length,Zero Count,Zero Prop,Period Prop,Special Count,Special Prop,Slash Count,Slash Prop,Label
0,2,1,1,0,41,0,0.0,0.07317073170731707,9,0.21951219512195122,5,0.12195121951219512,1
0,1,0,0,0,49,1,0.02040816326530612,0.02040816326530612,6,0.12244897959183673,4,0.08163265306122448,1
0,1,1,1,0,22,0,0.0,0.045454545454545456,6,0.2727272727272727,4,0.18181818181818182,1
1,3,0,0,0,70,2,0.02857142857142857,0.02857142857142857,10,0.14285714285714285,5,0.07142857142857142,1
1,6,1,0,0,70,0,0.0,0.02857142857142857,12,0.17142857142857143,8,0.11428571428571428,1
0,0,1,0,0,26,0,0.0,0.11538461538461539,7,0.2692307692307692,3,0.11538461538461539,0
0,0,0,0,0,17,0,0.0,0.058823529411764705,5,0.29411764705882354,3,0.17647058823529413,0
0,0,1,0,0,26,0,0.0,0.11538461538461539,7,0.2692307692307692,3,0.11538461538461539,0
0,2,1,1,0,45,0,0.0,0.022222222222222223,6,0.13333333333333333,4,0.08888888888888889,1
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
0,0,1,0,0,26,0,0.0,0.11538461538461539,7,0.2692307692307692,3,0.11538461538461539,0
1,5,1,0,0,70,0,0.0,0.05714285714285714,12,0.17142857142857143,7,0.1,1
1,3,1,1,0,70,1,0.014285714285714285,0.05714285714285714,10,0.14285714285714285,5,0.07142857142857142,1
1,3,1,1,0,63,0,0.0,0.047619047619047616,9,0.14285714285714285,5,0.07936507936507936,1
0,2,0,0,0,35,0,0.0,0.05714285714285714,7,0.2,4,0.11428571428571428,0
1,4,0,0,0,57,0,0.0,0.05263157894736842,11,0.19298245614035087,7,0.12280701754385964,1
1,2,0,0,0,70,0,0.0,0.07142857142857142,16,0.22857142857142856,7,0.1,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
1,2,0,0,0,70,3,0.04285714285714286,0.014285714285714285,6,0.08571428571428572,4,0.05714285714285714,1
0,1,1,0,0,36,0,0.0,0.05555555555555555,7,0.19444444444444445,4,0.1111111111111111,1
0,2,0,0,0,36,0,0.0,0.05555555555555555,7,0.19444444444444445,4,0.1111111111111111,0
1,4,0,0,0,64,0,0.0,0.078125,12,0.1875,6,0.09375,1
0,0,0,0,0,18,0,0.0,0.05555555555555555,5,0.2777777777777778,3,0.16666666666666666,0
1,5,0,1,1,70,0,0.0,0.014285714285714285,9,0.12857142857142856,7,0.1,1
0,0,0,0,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,0,0,0,1,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
1,6,0,0,0,70,0,0.0,0.014285714285714285,11,0.15714285714285714,8,0.11428571428571428,1
0,1,0,0,0,31,0,0.0,0.06451612903225806,7,0.22580645161290322,4,0.12903225806451613,0
0,0,0,0,0,32,0,0.0,0.0625,7,0.21875,3,0.09375,0
1,3,0,0,0,54,0,0.0,0.05555555555555555,9,0.16666666666666666,5,0.09259259259259259,1
1,5,0,0,0,70,2,0.02857142857142857,0.02857142857142857,10,0.14285714285714285,7,0.1,1
0,2,1,0,0,32,0,0.0,0.09375,9,0.28125,5,0.15625,1
0,3,1,1,0,39,0,0.0,0.07692307692307693,10,0.2564102564102564,5,0.1282051282051282,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,1,1,0,0,31,0,0.0,0.0967741935483871,9,0.2903225806451613,4,0.12903225806451613,0
1,4,1,1,0,70,1,0.014285714285714285,0.04285714285714286,12,0.17142857142857143,6,0.08571428571428572,1
1,2,0,0,0,70,0,0.0,0.02857142857142857,7,0.1,4,0.05714285714285714,1
0,1,0,0,0,36,0,0.0,0.08333333333333333,7,0.19444444444444445,3,0.08333333333333333,0
0,1,1,0,0,36,0,0.0,0.08333333333333333,7,0.19444444444444445,3,0.08333333333333333,0
0,0,0,0,0,36,0,0.0,0.05555555555555555,6,0.16666666666666666,3,0.08333333333333333,0
0,0,0,0,0,32,0,0.0,0.0625,6,0.1875,3,0.09375,0
0,0,0,0,1,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
1,5,1,0,0,70,0,0.0,0.014285714285714285,9,0.12857142857142856,7,0.1,1
0,1,0,0,0,53,0,0.0,0.07547169811320754,9,0.16981132075471697,3,0.05660377358490566,1
1,6,1,1,0,70,0,0.0,0.04285714285714286,12,0.17142857142857143,8,0.11428571428571428,1
0,2,1,1,0,51,0,0.0,0.0392156862745098,8,0.1568627450980392,5,0.09803921568627451,1
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,3,0,0,0,52,0,0.0,0.057692307692307696,9,0.17307692307692307,5,0.09615384615384616,1
1,3,1,1,0,70,12,0.17142857142857143,0.014285714285714285,8,0.11428571428571428,5,0.07142857142857142,1
0,1,0,0,0,41,0,0.0,0.07317073170731707,7,0.17073170731707318,3,0.07317073170731707,0
1,3,1,1,0,70,0,0.0,0.07142857142857142,11,0.15714285714285714,5,0.07142857142857142,1
0,3,1,1,0,48,1,0.020833333333333332,0.041666666666666664,9,0.1875,5,0.10416666666666667,1
1,4,0,0,0,60,0,0.0,0.03333333333333333,10,0.16666666666666666,6,0.1,1
1,2,1,1,0,65,1,0.015384615384615385,0.03076923076923077,7,0.1076923076923077,4,0.06153846153846154,1
1,4,1,0,0,70,2,0.02857142857142857,0.04285714285714286,13,0.18571428571428572,6,0.08571428571428572,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,1,1,0,0,37,0,0.0,0.05405405405405406,7,0.1891891891891892,4,0.10810810810810811,1
0,2,0,1,0,33,0,0.0,0.06060606060606061,7,0.21212121212121213,4,0.12121212121212122,1
0,0,0,0,1,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
0,0,1,1,0,18,0,0.0,0.1111111111111111,6,0.3333333333333333,3,0.16666666666666666,0
1,5,0,0,0,68,2,0.029411764705882353,0.029411764705882353,12,0.17647058823529413,8,0.11764705882352941,0
1,2,1,0,0,70,0,0.0,0.04285714285714286,11,0.15714285714285714,4,0.05714285714285714,1
0,4,0,0,0,49,0,0.0,0.061224489795918366,10,0.20408163265306123,6,0.12244897959183673,1
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
0,1,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,1
1,2,1,1,0,57,2,0.03508771929824561,0.07017543859649122,10,0.17543859649122806,4,0.07017543859649122,1
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,1,1,1,0,39,0,0.0,0.07692307692307693,8,0.20512820512820512,4,0.10256410256410256,0
0,0,0,0,0,32,0,0.0,0.09375,7,0.21875,3,0.09375,0
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
1,5,0,0,0,70,0,0.0,0.014285714285714285,9,0.12857142857142856,7,0.1,1
0,1,1,0,0,52,4,0.07692307692307693,0.019230769230769232,5,0.09615384615384616,3,0.057692307692307696,1
1,4,0,0,0,70,3,0.04285714285714286,0.02857142857142857,10,0.14285714285714285,6,0.08571428571428572,1
0,4,1,0,0,47,0,0.0,0.0425531914893617,9,0.19148936170212766,6,0.1276595744680851,1
0,0,0,0,0,22,0,0.0,0.045454545454545456,5,0.22727272727272727,3,0.13636363636363635,0
1,7,0,0,0,70,0,0.0,0.014285714285714285,11,0.15714285714285714,9,0.12857142857142856,1
1,4,1,0,0,70,0,0.0,0.02857142857142857,12,0.17142857142857143,6,0.08571428571428572,1
0,0,0,1,0,24,0,0.0,0.041666666666666664,5,0.20833333333333334,3,0.125,0
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,0,0,0,1,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
1,5,1,1,0,70,5,0.07142857142857142,0.02857142857142857,10,0.14285714285714285,7,0.1,1
0,3,0,1,0,47,0,0.0,0.0425531914893617,8,0.1702127659574468,5,0.10638297872340426,1
0,1,0,1,0,35,0,0.0,0.08571428571428572,7,0.2,3,0.08571428571428572,1
0,3,1,1,0,52,0,0.0,0.057692307692307696,10,0.19230769230769232,6,0.11538461538461539,0
0,1,0,0,0,39,0,0.0,0.07692307692307693,7,0.1794871794871795,3,0.07692307692307693,0
1,3,0,0,0,70,1,0.014285714285714285,0.02857142857142857,9,0.12857142857142856,5,0.07142857142857142,1
0,0,0,0,1,31,0,0.0,0.06451612903225806,7,0.22580645161290322,3,0.0967741935483871,0
1,2,1,1,0,70,4,0.05714285714285714,0.05714285714285714,10,0.14285714285714285,4,0.05714285714285714,1
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
0,1,1,1,0,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,1
0,0,0,0,0,25,0,0.0,0.04,5,0.2,3,0.12,0
1,3,0,0,0,67,0,0.0,0.04477611940298507,11,0.16417910447761194,5,0.07462686567164178,1
0,3,0,0,0,50,0,0.0,0.04,9,0.18,6,0.12,1
0,2,1,1,0,40,0,0.0,0.075,8,0.2,4,0.1,1
0,1,0,0,0,43,0,0.0,0.06976744186046512,7,0.16279069767441862,3,0.06976744186046512,0
0,0,0,0,0,23,2,0.08695652173913043,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,0,0,0,0,32,0,0.0,0.0625,6,0.1875,3,0.09375,0
0,2,1,0,0,50,0,0.0,0.04,10,0.2,4,0.08,1
0,2,0,0,1,36,0,0.0,0.05555555555555555,8,0.2222222222222222,4,0.1111111111111111,1
0,0,0,0,1,23,0,0.0,0.08695652173913043,6,0.2608695652173913,3,0.13043478260869565,0
0,0,0,0,0,20,0,0.0,0.1,6,0.3,3,0.15,0
0,1,1,1,0,35,0,0.0,0.08571428571428572,7,0.2,3,0.08571428571428572,1
0,0,1,1,0,25,0,0.0,0.08,7,0.28,3,0.12,0
1,2,1,0,0,70,1,0.014285714285714285,0.02857142857142857,7,0.1,4,0.05714285714285714,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,0,0,1,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
1,3,1,1,0,70,2,0.02857142857142857,0.014285714285714285,9,0.12857142857142856,5,0.07142857142857142,1
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,0,0,0,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,2,1,0,0,42,0,0.0,0.047619047619047616,8,0.19047619047619047,5,0.11904761904761904,1
0,1,0,0,0,35,1,0.02857142857142857,0.08571428571428572,8,0.22857142857142856,3,0.08571428571428572,1
1,5,0,0,0,70,0,0.0,0.02857142857142857,11,0.15714285714285714,7,0.1,1
1,1,1,1,0,70,0,0.0,0.02857142857142857,14,0.2,3,0.04285714285714286,1
0,0,0,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,0
1,3,0,1,0,60,0,0.0,0.05,11,0.18333333333333332,5,0.08333333333333333,0
1,3,1,1,0,62,0,0.0,0.06451612903225806,12,0.1935483870967742,5,0.08064516129032258,0
0,1,0,1,0,51,1,0.0196078431372549,0.058823529411764705,10,0.19607843137254902,3,0.058823529411764705,1
1,4,1,0,0,70,3,0.04285714285714286,0.02857142857142857,9,0.12857142857142856,6,0.08571428571428572,1
0,0,0,0,0,38,0,0.0,0.05263157894736842,6,0.15789473684210525,3,0.07894736842105263,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,2,0,1,0,70,0,0.0,0.02857142857142857,7,0.1,4,0.05714285714285714,1
1,3,1,1,0,57,0,0.0,0.05263157894736842,10,0.17543859649122806,5,0.08771929824561403,1
0,0,0,0,0,38,0,0.0,0.10526315789473684,8,0.21052631578947367,3,0.07894736842105263,1
1,3,0,1,0,70,0,0.0,0.02857142857142857,8,0.11428571428571428,5,0.07142857142857142,1
0,0,0,1,0,28,0,0.0,0.07142857142857142,7,0.25,3,0.10714285714285714,0
0,2,0,0,0,45,0,0.0,0.08888888888888889,10,0.2222222222222222,4,0.08888888888888889,0
1,3,0,0,0,63,0,0.0,0.031746031746031744,9,0.14285714285714285,5,0.07936507936507936,1
1,1,1,0,0,70,0,0.0,0.05714285714285714,9,0.12857142857142856,3,0.04285714285714286,1
0,1,0,0,0,45,0,0.0,0.044444444444444446,7,0.15555555555555556,4,0.08888888888888889,1
0,1,1,0,0,44,0,0.0,0.045454545454545456,7,0.1590909090909091,4,0.09090909090909091,1
0,0,0,0,0,39,0,0.0,0.05128205128205128,6,0.15384615384615385,3,0.07692307692307693,0
1,3,0,1,0,60,0,0.0,0.08333333333333333,12,0.2,5,0.08333333333333333,1
1,2,1,1,0,67,3,0.04477611940298507,0.029850746268656716,8,0.11940298507462686,4,0.05970149253731343,1
0,2,0,0,0,46,0,0.0,0.043478260869565216,7,0.15217391304347827,4,0.08695652173913043,1
1,4,0,0,1,70,2,0.02857142857142857,0.02857142857142857,10,0.14285714285714285,6,0.08571428571428572,1
1,3,0,0,0,70,4,0.05714285714285714,0.02857142857142857,13,0.18571428571428572,5,0.07142857142857142,1
0,0,0,0,0,19,0,0.0,0.10526315789473684,6,0.3157894736842105,3,0.15789473684210525,0
0,3,0,0,0,50,0,0.0,0.02,8,0.16,5,0.1,1
0,0,0,1,0,23,0,0.0,0.043478260869565216,6,0.2608695652173913,3,0.13043478260869565,0
1,4,0,0,0,60,0,0.0,0.1,13,0.21666666666666667,6,0.1,1
0,4,0,0,1,48,0,0.0,0.0625,11,0.22916666666666666,6,0.125,1
0,1,1,0,0,28,0,0.0,0.03571428571428571,7,0.25,4,0.14285714285714285,1
0,0,0,0,1,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,0,1,1,0,19,0,0.0,0.10526315789473684,6,0.3157894736842105,3,0.15789473684210525,0
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,3,1,1,0,48,0,0.0,0.041666666666666664,9,0.1875,6,0.125,1
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
1,7,1,0,0,70,0,0.0,0.014285714285714285,11,0.15714285714285714,9,0.12857142857142856,1
1,4,1,0,0,61,0,0.0,0.03278688524590164,12,0.19672131147540983,6,0.09836065573770492,1
1,6,1,0,0,70,2,0.02857142857142857,0.014285714285714285,12,0.17142857142857143,8,0.11428571428571428,1
0,2,1,0,0,37,0,0.0,0.05405405405405406,8,0.21621621621621623,5,0.13513513513513514,1
0,1,0,0,0,36,0,0.0,0.08333333333333333,7,0.19444444444444445,3,0.08333333333333333,0
0,0,0,0,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
1,4,1,0,0,70,1,0.014285714285714285,0.02857142857142857,10,0.14285714285714285,6,0.08571428571428572,1
0,0,0,0,0,23,0,0.0,0.13043478260869565,7,0.30434782608695654,3,0.13043478260869565,0
1,1,0,1,0,54,0,0.0,0.05555555555555555,9,0.16666666666666666,3,0.05555555555555555,1
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,1,0,0,0,50,0,0.0,0.02,8,0.16,4,0.08,1
1,2,0,0,0,70,0,0.0,0.02857142857142857,14,0.2,4,0.05714285714285714,1
0,0,1,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
1,3,1,1,0,70,2,0.02857142857142857,0.04285714285714286,9,0.12857142857142856,5,0.07142857142857142,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
1,2,0,0,0,58,0,0.0,0.05172413793103448,9,0.15517241379310345,4,0.06896551724137931,1
0,3,1,1,0,50,0,0.0,0.08,11,0.22,5,0.1,1
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,21,0,0.0,0.09523809523809523,6,0.2857142857142857,3,0.14285714285714285,0
0,2,0,0,0,52,0,0.0,0.038461538461538464,8,0.15384615384615385,4,0.07692307692307693,0
0,0,0,0,0,37,0,0.0,0.02702702702702703,5,0.13513513513513514,3,0.08108108108108109,0
0,4,0,0,0,49,0,0.0,0.02040816326530612,10,0.20408163265306123,6,0.12244897959183673,1
1,3,0,1,0,70,1,0.014285714285714285,0.02857142857142857,10,0.14285714285714285,6,0.08571428571428572,1
0,0,0,0,1,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,1,1,1,0,40,0,0.0,0.075,7,0.175,3,0.075,0
0,2,1,0,0,46,0,0.0,0.06521739130434782,9,0.1956521739130435,4,0.08695652173913043,1
1,5,0,0,0,70,0,0.0,0.014285714285714285,10,0.14285714285714285,7,0.1,1
1,4,1,1,0,70,4,0.05714285714285714,0.02857142857142857,11,0.15714285714285714,6,0.08571428571428572,1
0,2,0,0,0,49,0,0.0,0.08163265306122448,11,0.22448979591836735,4,0.08163265306122448,0
0,0,0,0,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
1,4,0,0,0,65,0,0.0,0.07692307692307693,13,0.2,6,0.09230769230769231,1
0,0,0,1,1,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,18,0,0.0,0.05555555555555555,5,0.2777777777777778,3,0.16666666666666666,0
1,3,1,0,0,70,2,0.02857142857142857,0.02857142857142857,9,0.12857142857142856,5,0.07142857142857142,1
0,2,0,0,0,44,0,0.0,0.045454545454545456,8,0.18181818181818182,5,0.11363636363636363,0
0,0,0,0,0,32,0,0.0,0.0625,6,0.1875,3,0.09375,0
0,0,0,1,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,3,1,1,0,45,0,0.0,0.06666666666666667,11,0.24444444444444444,5,0.1111111111111111,0
1,4,0,0,0,65,0,0.0,0.07692307692307693,13,0.2,6,0.09230769230769231,1
0,0,0,0,0,20,0,0.0,0.1,6,0.3,3,0.15,0
0,1,1,1,0,27,0,0.0,0.037037037037037035,6,0.2222222222222222,4,0.14814814814814814,1
0,0,0,0,1,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,0,0,1,0,29,0,0.0,0.06896551724137931,6,0.20689655172413793,3,0.10344827586206896,0
0,1,0,0,0,29,0,0.0,0.06896551724137931,7,0.2413793103448276,3,0.10344827586206896,1
0,4,0,0,0,48,0,0.0,0.041666666666666664,9,0.1875,6,0.125,1
1,3,1,1,0,70,1,0.014285714285714285,0.05714285714285714,12,0.17142857142857143,5,0.07142857142857142,1
0,0,0,0,0,34,0,0.0,0.058823529411764705,7,0.20588235294117646,3,0.08823529411764706,0
0,2,1,1,0,52,0,0.0,0.038461538461538464,7,0.1346153846153846,4,0.07692307692307693,1
0,0,0,0,0,36,0,0.0,0.05555555555555555,6,0.16666666666666666,3,0.08333333333333333,0
1,4,0,0,0,70,0,0.0,0.014285714285714285,8,0.11428571428571428,6,0.08571428571428572,1
0,2,1,1,0,46,1,0.021739130434782608,0.021739130434782608,7,0.15217391304347827,5,0.10869565217391304,1
1,4,1,1,0,62,0,0.0,0.016129032258064516,9,0.14516129032258066,7,0.11290322580645161,1
0,3,0,0,0,45,4,0.08888888888888889,0.06666666666666667,9,0.2,5,0.1111111111111111,0
0,3,1,0,0,50,0,0.0,0.06,9,0.18,5,0.1,1
0,0,0,0,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
1,2,1,1,0,59,0,0.0,0.05084745762711865,8,0.13559322033898305,4,0.06779661016949153,1
1,2,1,1,0,70,0,0.0,0.04285714285714286,10,0.14285714285714285,4,0.05714285714285714,1
0,2,1,1,0,37,0,0.0,0.08108108108108109,10,0.2702702702702703,5,0.13513513513513514,0
0,0,0,0,0,34,0,0.0,0.058823529411764705,6,0.17647058823529413,3,0.08823529411764706,0
0,0,1,0,0,30,0,0.0,0.06666666666666667,6,0.2,3,0.1,1
0,0,1,1,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
0,0,0,0,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,2,1,1,0,40,0,0.0,0.075,8,0.2,4,0.1,1
0,0,0,1,0,26,0,0.0,0.07692307692307693,6,0.23076923076923078,3,0.11538461538461539,0
0,1,0,0,0,41,0,0.0,0.04878048780487805,6,0.14634146341463414,3,0.07317073170731707,1
0,2,0,0,0,53,0,0.0,0.05660377358490566,8,0.1509433962264151,4,0.07547169811320754,0
0,2,0,0,1,42,0,0.0,0.07142857142857142,8,0.19047619047619047,4,0.09523809523809523,0
0,2,0,0,0,39,0,0.0,0.05128205128205128,7,0.1794871794871795,4,0.10256410256410256,1
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
0,3,1,1,0,51,0,0.0,0.0392156862745098,9,0.17647058823529413,5,0.09803921568627451,1
0,0,0,0,0,35,0,0.0,0.08571428571428572,7,0.2,3,0.08571428571428572,0
1,4,1,1,0,67,0,0.0,0.05970149253731343,11,0.16417910447761194,6,0.08955223880597014,1
1,5,0,0,0,70,0,0.0,0.02857142857142857,15,0.21428571428571427,7,0.1,1
0,0,1,1,0,19,0,0.0,0.10526315789473684,6,0.3157894736842105,3,0.15789473684210525,0
1,4,0,0,0,67,0,0.0,0.029850746268656716,11,0.16417910447761194,7,0.1044776119402985,1
0,0,0,0,0,30,0,0.0,0.1,7,0.23333333333333334,3,0.1,0
0,1,0,0,0,46,0,0.0,0.043478260869565216,6,0.13043478260869565,3,0.06521739130434782,1
0,2,1,1,0,45,0,0.0,0.06666666666666667,8,0.17777777777777778,4,0.08888888888888889,1
0,0,0,0,0,25,0,0.0,0.04,5,0.2,3,0.12,0
1,2,0,0,0,56,0,0.0,0.03571428571428571,7,0.125,4,0.07142857142857142,1
1,2,0,1,0,62,3,0.04838709677419355,0.016129032258064516,6,0.0967741935483871,4,0.06451612903225806,1
1,2,1,1,0,55,0,0.0,0.03636363636363636,9,0.16363636363636364,4,0.07272727272727272,1
0,1,1,1,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,1
0,0,0,0,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,1,0,0,0,37,0,0.0,0.05405405405405406,6,0.16216216216216217,3,0.08108108108108109,0
0,2,1,1,0,27,0,0.0,0.07407407407407407,7,0.25925925925925924,4,0.14814814814814814,1
1,1,0,0,0,70,0,0.0,0.02857142857142857,11,0.15714285714285714,3,0.04285714285714286,1
1,5,0,0,0,70,0,0.0,0.014285714285714285,10,0.14285714285714285,7,0.1,1
1,5,0,0,0,70,0,0.0,0.02857142857142857,11,0.15714285714285714,8,0.11428571428571428,1
0,0,0,0,0,33,0,0.0,0.06060606060606061,6,0.18181818181818182,3,0.09090909090909091,0
1,5,1,1,0,69,0,0.0,0.043478260869565216,12,0.17391304347826086,8,0.11594202898550725,1
1,3,0,0,0,54,0,0.0,0.037037037037037035,8,0.14814814814814814,5,0.09259259259259259,1
1,3,0,0,0,70,1,0.014285714285714285,0.014285714285714285,9,0.12857142857142856,5,0.07142857142857142,1
1,4,0,0,0,70,0,0.0,0.014285714285714285,10,0.14285714285714285,6,0.08571428571428572,1
1,4,0,0,0,70,1,0.014285714285714285,0.02857142857142857,10,0.14285714285714285,6,0.08571428571428572,1
0,0,1,1,0,22,0,0.0,0.09090909090909091,6,0.2727272727272727,3,0.13636363636363635,0
0,0,0,0,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,0,0,0,1,20,0,0.0,0.1,6,0.3,3,0.15,0
0,1,0,0,0,40,0,0.0,0.05,7,0.175,4,0.1,0
0,2,1,0,0,34,0,0.0,0.058823529411764705,8,0.23529411764705882,5,0.14705882352941177,1
0,1,0,0,0,32,0,0.0,0.09375,7,0.21875,3,0.09375,0
0,2,0,0,1,32,0,0.0,0.03125,7,0.21875,5,0.15625,1
1,3,1,1,0,70,3,0.04285714285714286,0.04285714285714286,9,0.12857142857142856,5,0.07142857142857142,1
1,4,0,0,0,60,0,0.0,0.06666666666666667,11,0.18333333333333332,6,0.1,1
0,1,1,1,0,41,0,0.0,0.07317073170731707,7,0.17073170731707318,3,0.07317073170731707,0
0,2,1,1,0,35,0,0.0,0.05714285714285714,8,0.22857142857142856,5,0.14285714285714285,1
1,3,1,1,0,70,2,0.02857142857142857,0.04285714285714286,10,0.14285714285714285,5,0.07142857142857142,1
1,1,1,1,0,68,0,0.0,0.04411764705882353,7,0.10294117647058823,3,0.04411764705882353,1
0,0,1,1,0,27,0,0.0,0.037037037037037035,6,0.2222222222222222,3,0.1111111111111111,1
1,4,1,0,0,70,2,0.02857142857142857,0.014285714285714285,9,0.12857142857142856,6,0.08571428571428572,1
1,8,1,0,0,70,0,0.0,0.02857142857142857,15,0.21428571428571427,10,0.14285714285714285,1
0,2,0,0,0,47,0,0.0,0.06382978723404255,10,0.2127659574468085,5,0.10638297872340426,0
1,7,0,0,0,70,3,0.04285714285714286,0.014285714285714285,15,0.21428571428571427,9,0.12857142857142856,1
0,2,0,0,0,40,0,0.0,0.05,7,0.175,4,0.1,1
0,0,0,1,0,31,1,0.03225806451612903,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,0,0,0,0,31,0,0.0,0.06451612903225806,6,0.1935483870967742,3,0.0967741935483871,0
0,0,0,1,0,32,0,0.0,0.0625,6,0.1875,3,0.09375,0
0,3,1,1,0,45,0,0.0,0.044444444444444446,10,0.2222222222222222,6,0.13333333333333333,0
0,3,0,0,1,47,0,0.0,0.0425531914893617,8,0.1702127659574468,5,0.10638297872340426,1
0,0,0,0,0,28,0,0.0,0.10714285714285714,7,0.25,3,0.10714285714285714,0
0,0,1,1,0,28,0,0.0,0.07142857142857142,6,0.21428571428571427,3,0.10714285714285714,0
1,3,1,0,0,64,0,0.0,0.015625,11,0.171875,5,0.078125,1
0,2,1,0,0,53,0,0.0,0.05660377358490566,9,0.16981132075471697,5,0.09433962264150944,1
0,0,0,1,0,25,0,0.0,0.08,6,0.24,3,0.12,0
0,3,0,0,0,53,2,0.03773584905660377,0.03773584905660377,8,0.1509433962264151,5,0.09433962264150944,0
0,0,1,1,0,24,0,0.0,0.08333333333333333,6,0.25,3,0.125,0
0,0,1,1,0,21,0,0.0,0.09523809523809523,6,0.2857142857142857,3,0.14285714285714285,0
1,3,0,0,0,70,1,0.014285714285714285,0.014285714285714285,7,0.1,5,0.07142857142857142,1
0,0,0,0,1,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
0,0,1,1,0,27,0,0.0,0.1111111111111111,8,0.2962962962962963,3,0.1111111111111111,0
1,2,1,0,0,68,1,0.014705882352941176,0.029411764705882353,8,0.11764705882352941,5,0.07352941176470588,1
1,2,1,0,0,70,2,0.02857142857142857,0.02857142857142857,12,0.17142857142857143,4,0.05714285714285714,1
0,0,0,0,0,27,0,0.0,0.07407407407407407,6,0.2222222222222222,3,0.1111111111111111,0
