Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
majorfitus.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
absolutefootclinic.com.au,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
accounts.googe.com.mjca2.com.br,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
sportsmint.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
firststandardpath.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
wine-cask.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
spicesofindiagc.com.au,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0
bigskycandy.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
fungist.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
lifestylenl.net,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
davekb.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
duns100.dundb.co.il,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
flowers.com.hk,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
sardariqbalco.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
enjouchocolat.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
transnational.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
kamat.com,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0
pulakoschocolates.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
hiroba.dqx.jp.zicrl.usa.cc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
classontheweb.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
ecosaht.com,0,0,0,5,0,0,1,0,1,1,1,1,1,1,1,1,0
recordcellar.ca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tatasky.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
barcelonatickets.co.uk,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
library.oxfordjournals.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
houseportrait.eu,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0
jktransport.nic.in,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
mid-day.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
distribucionesir.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
blufftonmcdonalds.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
delhimedicalcouncil.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
shirazwinebar.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
telegraph.co.uk,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
vrchocolates.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
in1guide.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
fattoamanogastronomia.com.br,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
hiroba.dqx.jp.ixcul.usa.cc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
hacumretv.net,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0
toangel.ru,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
bluestonesmb.co.za,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
portwine.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
taylortea.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,0
patioribs.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
aridfoods.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
bowmanbeauty.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
khsosi.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
finsys.com.pk,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
mekisan.in,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
94.32.66.91,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
physics.org,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
samcanationals.co.za,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
softwareburner.de,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
server1.askexplorer.com,0,0,1,8,0,0,0,0,0,0,0,1,1,1,1,1,0
appleid.apple.com-subscriptions.manager508158125.kevinfoley.com,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
perfumesamerica.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
forestriverinc.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
cheetahsms.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
philcoradio.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
pp-security-de.gq,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0
autoservicioslubrirepuestos.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
policypublications.com,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
aptonline.com.au,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
dowahdiddy.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
moverspasedena.org,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
mtadumps.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
copsonmigration.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
themarketingremedy.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
suzanbat.com.br,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0
fasonery.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
careerpoint.ac.in,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
stillchildren.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
rheothompson.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
autoescuelabaruta.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
gralik.projekty.pl,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1,0
trisyton.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
chocolatekc.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
davis-inc.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
searchenginechallenge.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
seguranca-i-tau.webcindario.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
amipost.com,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0
healthcarestock.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
jobquest-resumes.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
ladyprimrose.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
copalpublishing.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
mail.a-alsaeed.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1,0
appleid.apple.com-subscriptions.manager119114418.bertovic.com.a,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0
worldclassresumes.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
citieonlinebank.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
aromacoffee.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
el-unico-shop.ro,0,0,1,6,0,0,0,1,0,1,1,1,1,1,1,1,0
futureassociate.com.np,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
kernel-machines.org,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
36hype.com,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0
thewineconnection.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
hhweb.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
hotel-andino.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0
jnzbtb.cn,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
broadway.yahoo.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
healthinsurance.travel,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
home.earthlink.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
radioera.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
vitamia-nahrungsergaenzung.de,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,0,0
agricole-service.fr,0,0,1,4,0,0,0,1,0,1,0,0,1,1,1,1,0
doingthe92.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
seaboardwine.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
stirlingfinewine.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
americanliteraryreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kingsbbq.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
esiee.fr,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
osti.gov,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
liquorama.net,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
uniquems.com.do,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
milangardeninn.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
taylortea.com,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,0
firststandardpath.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
fbirdkunsolt.biz,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
damicocoffeeroasters.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
secure.xls.login.airbornefnq.com.au,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
rael-sp.si,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0
hbmeyer.de,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
sumidasushi.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
paionense.pt,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
money.cnn.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
gohastings.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
capitalone.com.tripetcetera.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
rishi-tea.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
domminationsducroixlignes.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
barrlaw.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0
badoeudn.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
migueljorge.com.br,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0
sarminiatures.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
cardsolutions.eu,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
prpwine.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
jesoap.com,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
plexim.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
gowebtools.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
waqarjaved.com,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,1,0
frickaccios.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
papillonpapier.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
sign-lang.uni-hamburg.de,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
insidespanishfootball.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
onmt.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
jobjunction.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dskeepsakes.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
harmonybaycoffee.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
althaassessoria.com.br,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,1,0
iiss.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
cpost.uchicago.edu,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
sleeping-lion.net,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
almomahidin.net,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
awrey.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
ctechcorporation.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dabasmuzejs.gov.lv,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
football.co.uk,0,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0
garagefilms.net,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
paypal.com.cgi-info-account.com,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,0
stampamoveis.com.br,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0
amarujala.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
peacefirst.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
random.farkimiztarzimiz.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
braingym.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
metice.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
trillian.randomstuff.org.uk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
longshort.us,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
belfercenter.ksg.harvard.edu,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
ippnstaff.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
kondit-septy-your.tuars.com,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0
sandwiponline.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,0
confirm-fbpage.at.ua,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
fc-barcelonanews.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
acfr.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
s1w.co,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
heathervictoriaheld.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
netlib.org,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
quonmaster.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
thewineclub.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
execglobalnet.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
barmans.co.uk,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
evangelistaadvogados.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
chloeandme.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
mathcs.carleton.edu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
forestersrest.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1,0
goodtimebeverages.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
webcampersonnel.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
safetem.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
itaunet1.websiteseguro.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,0
seguranca-i-tau.webcindario.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
fanbase-links.co.uk,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
filedropjpeg.info,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
editorialeciim.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
chase-update.square7.ch,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
spiritualbeatz.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
servicepaypal-co.myjino.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,0
carry4enterprises.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
jinhuigroup.com,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
paypal.com.signin.au.webapps.mpp.home.signin.country.unitedking,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0
emdintegration.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
verification-accounts.darotob.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,0
baza.ae,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,0
topschools.hk,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
flickingerwines.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
karpouzakis.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
nd.edu,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
cinemaclassics.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
santander.cl.personas.sma11bus1ness.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
executivesonly.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
geniusfind.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
interstatebarbecue.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cqdj120.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,0
pp-secure-de.gq,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0
trainingpia.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
users.skynet.be,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,0
hymesh.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
rococochocolates.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ardiente.net,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
qmailvalidate.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
evangelistaadvogados.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
lukemcd.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
absolutefootclinic.com.au,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
gordygong.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,0
startcom.co.rs,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
vivid-techno.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
soapboxltd.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
vitesseinside.nl,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0
lovecats.org.ua,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,0
caswellscoffee.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
rfacbe.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
homeelevatorsflorida.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
katarzynabruzda.pl,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
canadiansweets.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
pectoset.com,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0
uniformespromotex.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1,0
jkhighcourt.nic.in,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
csm-wii.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1,0
witiyeme.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
bmwclubavto.ru,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,0
crestemcudragoste.ro,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
mathpages.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
vipuldyes.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
12manage.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
artisanscup.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
laester.tv,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
allstates-flag.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,0
admission4you.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
highereducationinindia.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ringtonsfranchise.co.uk,0,0,1,4,1,0,0,0,0,1,0,0,1,1,1,1,0
tenren.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
patricktyrrell.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
clearancenorthampton.co.uk,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
groundsforcoffee.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
pims.ctu.edu.tw,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,0
update-account-information-pp-case.easyway-jo.com,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0
forbes.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
theplantgrower.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
dutycosmeticos.com.br,0,0,1,3,0,0,0,0,0,1,1,0,1,1,1,1,0
ashuliaapparels.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
perfumecenter.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
ourhansenfamily.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
detskiysadgulliver.ru,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
secure.square.loginvdqx.usa.cc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
indiaeducationdiary.in,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
hiroba.dqx.jp.ioesy.usa.cc,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,1,0
diosastana.com.my,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
edeal.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
cs.kent.ac.uk,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,0
virtual-agent.com,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0
medafricatourism.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
pacasia.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
softwarejobsindia.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
albalo.ir,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
avature.net,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
rapidart.pl,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
looginto.ga,0,0,0,3,1,0,0,0,0,1,1,1,1,1,1,1,0
ucl.ac.uk,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
pib.nic.in,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
organicjewelry.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tordoffs.biz,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
theplantgrower.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
lmnoeng.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
deco-world.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
naturkundemuseum-berlin.de,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
espresso-la.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
jaw.or.at,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0
nhm-wien.ac.at,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
icctips.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
coolissues.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0
cprw.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
anniebscandy.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
gardenvilleresidence.com.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
buyya.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
onebeautystore.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,0
nccf-india.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
goldenradioservice.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
agripicture.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
imls.gov,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
tealeaves.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
onaliv.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
corianderuniforms.com.au,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
xperiasol.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
members.tripod.com,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0
icctips.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
academics-india.com,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
meetapandit.com,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
teutoburgo.tk,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
steelandsilver.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
saratogawine.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
johnsvintageradio.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
wimacomplex.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1,0
yale.edu,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
camec.ru,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
kingdavidcoffee.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
home756832.at.ua,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
automotivecomposites.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
sandjwholesale.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
premiumsteap.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
