Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Domain_Age,Domain_End,Update_Age,Exact Length,Zero Count,Zero Prop,Period Count,Period Prop,Special Count,Special Prop,Label
0,1,6,0,0,0,0,0,0,0,78,0,0.0,3,0.038461538461538464,14,0.1794871794871795,0
0,1,4,0,0,0,0,0,1,0,70,1,0.014285714285714285,3,0.04285714285714286,13,0.18571428571428572,1
0,0,4,0,0,0,0,1,1,0,46,2,0.043478260869565216,3,0.06521739130434782,10,0.21739130434782608,0
0,0,0,0,0,0,0,1,0,0,30,0,0.0,3,0.1,7,0.23333333333333334,0
0,1,2,0,0,0,0,0,1,0,70,1,0.014285714285714285,2,0.02857142857142857,10,0.14285714285714285,1
0,1,3,0,0,0,0,1,1,0,70,0,0.0,3,0.04285714285714286,9,0.12857142857142856,1
0,0,0,0,0,0,0,0,0,1,29,0,0.0,2,0.06896551724137931,6,0.20689655172413793,0
0,0,1,0,0,0,1,1,1,0,44,0,0.0,3,0.06818181818181818,9,0.20454545454545456,1
0,0,2,0,0,0,0,0,0,0,34,0,0.0,2,0.058823529411764705,7,0.20588235294117646,1
0,1,5,0,0,0,0,0,0,0,68,0,0.0,3,0.04411764705882353,11,0.16176470588235295,1
0,1,2,0,0,0,0,1,1,0,70,1,0.014285714285714285,1,0.014285714285714285,7,0.1,1
0,0,0,0,0,0,0,0,1,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,0,0,0,0,0,0,0,0,1,33,0,0.0,2,0.06060606060606061,6,0.18181818181818182,0
0,1,3,0,0,0,0,1,0,0,70,4,0.05714285714285714,2,0.02857142857142857,13,0.18571428571428572,1
0,0,1,0,0,0,0,1,0,0,32,0,0.0,2,0.0625,7,0.21875,1
0,0,2,0,0,0,0,0,0,0,47,0,0.0,3,0.06382978723404255,8,0.1702127659574468,0
0,0,0,0,0,0,0,0,0,0,31,0,0.0,2,0.06451612903225806,6,0.1935483870967742,0
0,0,0,0,0,0,0,0,0,0,33,0,0.0,2,0.06060606060606061,6,0.18181818181818182,0
0,0,1,0,0,0,1,0,1,0,41,3,0.07317073170731707,3,0.07317073170731707,8,0.1951219512195122,0
0,1,3,0,0,0,0,1,1,0,61,0,0.0,2,0.03278688524590164,10,0.16393442622950818,1
0,0,2,0,0,0,0,0,0,0,53,0,0.0,3,0.05660377358490566,8,0.1509433962264151,0
0,0,0,0,0,0,0,0,0,0,33,0,0.0,3,0.09090909090909091,7,0.21212121212121213,0
0,0,2,0,0,0,0,1,1,0,39,0,0.0,3,0.07692307692307693,8,0.20512820512820512,1
0,0,0,0,0,0,0,1,1,0,18,0,0.0,2,0.1111111111111111,6,0.3333333333333333,0
0,0,0,0,0,0,0,0,0,0,25,0,0.0,2,0.08,6,0.24,0
0,1,4,0,0,0,0,0,0,0,59,0,0.0,1,0.01694915254237288,9,0.15254237288135594,1
0,0,0,0,0,0,0,0,0,0,29,0,0.0,2,0.06896551724137931,6,0.20689655172413793,0
0,0,0,0,0,0,0,0,0,0,30,0,0.0,2,0.06666666666666667,6,0.2,0
0,0,0,0,0,0,0,1,1,0,26,0,0.0,2,0.07692307692307693,6,0.23076923076923078,0
0,0,0,0,0,0,1,0,0,0,35,0,0.0,2,0.05714285714285714,7,0.2,0
0,0,0,0,0,0,0,0,0,0,29,0,0.0,1,0.034482758620689655,5,0.1724137931034483,0
0,0,0,0,0,0,0,0,0,0,21,0,0.0,2,0.09523809523809523,6,0.2857142857142857,0
0,0,0,0,0,0,0,0,0,0,39,0,0.0,2,0.05128205128205128,6,0.15384615384615385,0
0,1,6,0,0,0,0,1,1,0,70,0,0.0,2,0.02857142857142857,11,0.15714285714285714,1
