Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,Update_Age,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
jfrancisantiquefirearms.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
higginsinsulation.com.au,0,0,1,6,0,0,0,0,1,1,1,1,0,1,1,1,1,1
hamzadates.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
xperiasol.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
greysteas.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
nirvanashop.org,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
manchestercity-mad.co.uk,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
niua.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ilc.pl,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
teleguardia.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
wildwoodguns.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
autoservicioslubrirepuestos.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
dnaindia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
majorfitus.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
absolutefootclinic.com.au,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
accounts.googe.com.mjca2.com.br,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
sportsmint.com,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
firststandardpath.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
wine-cask.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
spicesofindiagc.com.au,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
bigskycandy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
fungist.net,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
lifestylenl.net,0,0,1,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1
davekb.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
duns100.dundb.co.il,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
flowers.com.hk,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
sardariqbalco.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
enjouchocolat.com,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
transnational.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
kamat.com,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1,1,0
pulakoschocolates.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
hiroba.dqx.jp.zicrl.usa.cc,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
classontheweb.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ecosaht.com,0,0,0,5,0,0,1,0,1,1,0,1,0,1,1,1,1,1
recordcellar.ca,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
tatasky.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
barcelonatickets.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
library.oxfordjournals.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
houseportrait.eu,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
jktransport.nic.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
mid-day.com,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
distribucionesir.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
blufftonmcdonalds.com,0,0,1,2,0,0,0,0,1,1,0,0,1,1,1,1,1,1
delhimedicalcouncil.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
shirazwinebar.com,0,0,1,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1
telegraph.co.uk,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0
vrchocolates.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
in1guide.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
fattoamanogastronomia.com.br,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
hiroba.dqx.jp.ixcul.usa.cc,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
hacumretv.net,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
toangel.ru,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
bluestonesmb.co.za,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
portwine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
taylortea.com,0,0,1,5,0,0,0,0,1,1,0,1,0,1,1,1,1,1
patioribs.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
aridfoods.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
bowmanbeauty.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
khsosi.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
finsys.com.pk,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
mekisan.in,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
94.32.66.91,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
physics.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
samcanationals.co.za,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
softwareburner.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
server1.askexplorer.com,0,0,1,8,0,0,0,0,1,1,0,0,0,1,1,1,1,1
appleid.apple.com-subscriptions.manager508158125.kevinfoley.com,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
perfumesamerica.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
forestriverinc.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cheetahsms.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
philcoradio.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
pp-security-de.gq,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
autoservicioslubrirepuestos.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
policypublications.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
aptonline.com.au,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
dowahdiddy.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
moverspasedena.org,0,0,1,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
mtadumps.com,0,0,1,5,0,0,0,0,1,1,0,1,0,1,1,1,1,1
copsonmigration.com,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
themarketingremedy.com,0,0,1,6,0,0,0,0,1,1,0,0,0,1,1,1,1,1
suzanbat.com.br,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
fasonery.net,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
careerpoint.ac.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
stillchildren.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
rheothompson.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
autoescuelabaruta.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
gralik.projekty.pl,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
trisyton.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
chocolatekc.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
davis-inc.com,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0
searchenginechallenge.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
seguranca-i-tau.webcindario.com,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
amipost.com,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1,1,1
healthcarestock.net,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
jobquest-resumes.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
ladyprimrose.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
copalpublishing.com,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
mail.a-alsaeed.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1,1,1,1
appleid.apple.com-subscriptions.manager119114418.bertovic.com.a,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
worldclassresumes.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
citieonlinebank.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
aromacoffee.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
el-unico-shop.ro,0,0,1,6,0,0,0,1,1,1,1,1,0,1,1,1,1,1
futureassociate.com.np,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
kernel-machines.org,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
36hype.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
thewineconnection.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
hhweb.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
hotel-andino.com,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
jnzbtb.cn,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
broadway.yahoo.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
healthinsurance.travel,0,0,1,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
home.earthlink.net,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
radioera.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
vitamia-nahrungsergaenzung.de,0,0,1,3,0,0,0,1,1,1,1,1,0,1,1,1,1,1
agricole-service.fr,0,0,1,4,0,0,0,1,1,1,1,1,0,1,1,1,1,1
doingthe92.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
seaboardwine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
stirlingfinewine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
americanliteraryreview.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
kingsbbq.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
esiee.fr,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,0
osti.gov,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
liquorama.net,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
uniquems.com.do,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
milangardeninn.com,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
taylortea.com,0,0,1,5,0,0,0,0,1,1,0,1,0,1,1,1,1,1
firststandardpath.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
fbirdkunsolt.biz,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
damicocoffeeroasters.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
secure.xls.login.airbornefnq.com.au,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
rael-sp.si,0,0,0,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1
hbmeyer.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
sumidasushi.com.br,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
paionense.pt,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
money.cnn.com,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,0
gohastings.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
capitalone.com.tripetcetera.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
rishi-tea.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
domminationsducroixlignes.com,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
barrlaw.com,0,0,0,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
badoeudn.com,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1
migueljorge.com.br,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,1,1,1
sarminiatures.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
cardsolutions.eu,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
prpwine.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
jesoap.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
plexim.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
gowebtools.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
waqarjaved.com,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
frickaccios.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
papillonpapier.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
sign-lang.uni-hamburg.de,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
insidespanishfootball.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
onmt.net,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
jobjunction.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
dskeepsakes.com,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
harmonybaycoffee.com,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
althaassessoria.com.br,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,1,0,1
iiss.org,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
cpost.uchicago.edu,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
sleeping-lion.net,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
almomahidin.net,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
awrey.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ctechcorporation.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
dabasmuzejs.gov.lv,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0
football.co.uk,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
garagefilms.net,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
paypal.com.cgi-info-account.com,0,0,1,3,0,0,1,1,1,1,1,0,0,1,1,1,1,1
stampamoveis.com.br,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
amarujala.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
peacefirst.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
random.farkimiztarzimiz.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
braingym.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
metice.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
trillian.randomstuff.org.uk,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0
longshort.us,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
belfercenter.ksg.harvard.edu,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,0
ippnstaff.com,0,0,1,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
kondit-septy-your.tuars.com,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
sandwiponline.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
confirm-fbpage.at.ua,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
fc-barcelonanews.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
acfr.org,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
s1w.co,0,0,0,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1
heathervictoriaheld.com,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
netlib.org,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
quonmaster.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
thewineclub.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
execglobalnet.com,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
barmans.co.uk,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
evangelistaadvogados.com.br,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
chloeandme.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
mathcs.carleton.edu,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0
forestersrest.com,0,0,0,2,0,0,1,0,1,1,0,0,0,1,1,1,1,1
goodtimebeverages.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
webcampersonnel.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
safetem.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
itaunet1.websiteseguro.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
seguranca-i-tau.webcindario.com,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1
fanbase-links.co.uk,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0
filedropjpeg.info,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
editorialeciim.com,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
chase-update.square7.ch,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
spiritualbeatz.com,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
servicepaypal-co.myjino.ru,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,1,1,1
carry4enterprises.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
jinhuigroup.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
paypal.com.signin.au.webapps.mpp.home.signin.country.unitedking,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
emdintegration.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
verification-accounts.darotob.com,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,1,1,1
baza.ae,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
topschools.hk,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
flickingerwines.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
karpouzakis.com,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1
nd.edu,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0
cinemaclassics.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
santander.cl.personas.sma11bus1ness.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
executivesonly.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
geniusfind.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
interstatebarbecue.com,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0
cqdj120.com,0,0,1,3,0,0,0,0,1,1,1,0,0,1,1,1,1,1
pp-secure-de.gq,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
trainingpia.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
users.skynet.be,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,0
hymesh.net,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
rococochocolates.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ardiente.net,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
qmailvalidate.com,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
evangelistaadvogados.com.br,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
lukemcd.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
absolutefootclinic.com.au,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
gordygong.com,0,0,0,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
startcom.co.rs,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
vivid-techno.com,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0
soapboxltd.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
vitesseinside.nl,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
lovecats.org.ua,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
caswellscoffee.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
rfacbe.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
homeelevatorsflorida.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,1,1,1,1
katarzynabruzda.pl,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
canadiansweets.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
pectoset.com,0,0,0,2,0,0,1,0,1,1,0,0,0,1,1,1,1,1
uniformespromotex.com,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1,1,1
jkhighcourt.nic.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
csm-wii.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1,1,1,1
witiyeme.com,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
bmwclubavto.ru,0,0,1,7,0,0,0,0,1,1,0,0,0,1,1,1,1,1
crestemcudragoste.ro,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
mathpages.com,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0
vipuldyes.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0
12manage.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
artisanscup.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
laester.tv,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,1
allstates-flag.com,0,0,1,4,0,0,0,1,1,1,0,1,0,1,1,1,1,1
admission4you.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
highereducationinindia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ringtonsfranchise.co.uk,0,0,1,4,1,0,0,0,1,1,0,0,0,1,1,1,1,1
tenren.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
patricktyrrell.com,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
clearancenorthampton.co.uk,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
groundsforcoffee.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
pims.ctu.edu.tw,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
update-account-information-pp-case.easyway-jo.com,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1
forbes.com,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
theplantgrower.com,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
dutycosmeticos.com.br,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1
ashuliaapparels.com,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,1
perfumecenter.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
ourhansenfamily.com,0,0,1,5,0,0,0,0,1,1,0,1,0,1,1,1,1,1
detskiysadgulliver.ru,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
secure.square.loginvdqx.usa.cc,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
indiaeducationdiary.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
hiroba.dqx.jp.ioesy.usa.cc,0,0,1,4,0,0,0,0,1,1,0,0,0,1,1,1,1,1
diosastana.com.my,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
edeal.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cs.kent.ac.uk,0,0,0,4,0,0,0,0,1,1,1,1,0,1,1,1,1,0
virtual-agent.com,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0
medafricatourism.com,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,1,1,1
pacasia.org,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
softwarejobsindia.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
albalo.ir,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
avature.net,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
rapidart.pl,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,1,1,1
looginto.ga,0,0,0,3,1,0,0,0,1,1,1,1,0,1,1,1,1,1
ucl.ac.uk,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0
pib.nic.in,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
organicjewelry.com,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
tordoffs.biz,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
theplantgrower.com,0,0,0,3,0,0,0,0,1,1,0,1,0,1,1,1,1,1
lmnoeng.com,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
deco-world.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
naturkundemuseum-berlin.de,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0
espresso-la.com,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0
jaw.or.at,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1
nhm-wien.ac.at,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0
icctips.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1
coolissues.com,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,1,0
cprw.com,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
